payment_id,order_id,payment_date,amount,payment_method
1600,1481,2025-06-28,1151.51,nan
1601,1482,2025-02-04,318.05,card
1602,1482,2025-02-09,777.31,ideal
1603,1483,2024-11-30,490.51,card
1604,1484,2025-07-03,402.23,card
1605,1485,2025-08-04,578.59,card
1606,1485,2025-08-09,941.38,ideal
1607,1487,2025-03-30,1391.31,paypal
1608,1488,2025-08-31,837.35,card
1609,1489,2025-10-21,1054.94,nan
1610,1490,2025-09-23,1469.84,ideal
1611,1491,2025-03-12,591.05,card
1612,1493,2025-03-28,416.14,ideal
1613,1493,2025-03-26,1051.88,card
1614,1494,2025-01-05,355.08,card
1615,1495,2025-02-20,484.35,ideal
1616,1496,2025-09-11,735.46,paypal
1617,1497,2025-09-10,122.35,bank_transfer
1618,1497,2025-09-09,1006.61,card
1619,1498,2025-03-25,26.57,bank_transfer
1620,1498,2025-03-31,1700.66,card
1621,1499,2025-11-06,1414.77,card
1622,1500,2025-06-24,625.21,card
1623,1501,2025-01-08,1325.81,card
1624,1502,2025-04-25,491.58,bank_transfer
1625,1503,2025-09-02,347.54,card
1626,1504,2025-01-05,1292.77,card
1627,1505,2025-08-17,275.95,ideal
1628,1506,2025-06-20,1771.52,card
1629,1507,2025-03-13,1849.82,ideal
1630,1508,2025-08-24,554.35,paypal
1631,1509,2025-03-04,593.38,bank_transfer
1632,1510,2025-03-01,313.96,paypal
1633,1511,2025-06-20,1157.07,bank_transfer
1634,1511,2025-06-16,378.62,ideal
1635,1511,2025-06-22,25.81,card
1636,1513,2025-05-10,813.4,card
1637,1514,2025-09-11,874.18,card
1638,1515,2025-04-04,1471.05,paypal
1639,1516,2025-01-01,1979.17,ideal
1640,1517,2025-02-06,1621.35,paypal
1641,1518,2024-12-06,1733.24,bank_transfer
1642,1519,2025-06-27,1877.93,ideal
1643,1520,2025-01-30,443.27,card
1644,1521,2025-01-19,1084.82,bank_transfer
1645,1522,2025-03-18,1104.21,card
1646,1523,2025-06-27,705.91,bank_transfer
1647,1523,2025-06-18,429.64,bank_transfer
1648,1524,2025-08-22,348.67,ideal
1649,1525,2025-09-13,645.13,card
1650,1525,2025-09-10,54.18,card
1651,1527,2025-07-01,7.45,ideal
1652,1527,2025-06-23,22.32,card
1653,1529,2025-10-09,1109.35,nan
1654,1530,2025-01-12,401.81,bank_transfer
1655,1531,2025-01-20,385.77,ideal
1656,1532,2024-12-21,312.1,card
1657,1532,2024-12-20,38.24,bank_transfer
1658,1533,2025-11-18,515.4,card
1659,1534,2025-10-28,1155.32,card
1660,1535,2025-07-13,1597.25,ideal
1661,1537,2025-02-05,606.05,ideal
1662,1538,2025-07-19,638.93,paypal
1663,1538,2025-07-21,203.15,card
1664,1539,2025-03-04,43.88,ideal
1665,1540,2025-01-17,1855.08,ideal
1666,1541,2025-02-25,407.91,ideal
1667,1542,2025-10-25,1458.24,card
1668,1543,2025-09-06,1840.97,card
1669,1544,2025-01-12,1111.29,bank_transfer
1670,1546,2024-12-24,192.38,ideal
1671,1546,2024-12-30,94.99,nan
1672,1547,2025-01-06,919.34,card
1673,1548,2025-11-07,502.38,card
1674,1549,2025-10-05,1439.64,card
1675,1549,2025-10-02,380.17,card
1676,1550,2025-06-20,1004.26,card
1677,1551,2024-12-29,1951.51,ideal
1678,1552,2025-02-12,1773.71,paypal
1679,1553,2025-03-21,394.65,bank_transfer
1680,1554,2025-05-10,1522.29,ideal
1681,1555,2025-08-27,1861.43,bank_transfer
1682,1556,2025-03-11,542.69,card
1683,1557,2025-07-29,477.02,paypal
1684,1557,2025-07-27,431.99,card
1685,1558,2025-01-10,1945.55,card
1686,1559,2025-02-20,1167.5,card
1687,1561,2024-12-22,1088.98,ideal
1688,1562,2025-02-27,987.92,ideal
1689,1563,2025-04-10,1305.99,paypal
1690,1564,2025-08-11,806.45,nan
1691,1565,2025-03-01,1376.79,card
1692,1566,2025-01-19,248.81,ideal
1693,1567,2025-09-13,1041.44,bank_transfer
1694,1568,2025-04-06,1511.97,ideal
1695,1569,2025-06-06,822.54,ideal
1696,1570,2025-07-02,592.1,paypal
1697,1570,2025-07-02,1116.02,paypal
1698,1571,2025-11-19,1026.01,paypal
1699,1571,2025-11-20,513.23,paypal
1700,1572,2025-11-19,1409.67,card
1701,1574,2025-11-21,402.76,card
1702,1575,2025-05-31,1850.24,bank_transfer
1703,1576,2025-03-27,1480.32,ideal
1704,1577,2025-05-20,1114.59,ideal
1705,1579,2025-06-17,842.08,paypal
1706,1580,2025-02-16,1529.26,bank_transfer
1707,1581,2025-04-23,1184.74,card
1708,1582,2025-10-18,1184.53,bank_transfer
1709,1583,2025-08-01,593.92,ideal
1710,1584,2025-04-14,948.38,bank_transfer
1711,1585,2025-09-28,1451.63,nan
1712,1586,2025-04-09,1860.26,card
1713,1587,2025-11-11,689.74,bank_transfer
1714,1588,2025-05-06,1874.77,card
1715,1589,2025-03-27,1697.54,ideal
1716,1590,2025-06-10,1492.13,ideal
1717,1591,2025-07-23,1964.89,card
1718,1593,2025-03-28,1941.51,bank_transfer
1719,1594,2025-06-24,861.64,card
1720,1596,2025-08-13,1047.46,card
1721,1597,2025-08-05,802.75,card
1722,1598,2025-11-21,1006.92,card
1723,1599,2025-02-03,772.59,bank_transfer
1724,1600,2025-03-14,27.71,ideal
1725,1600,2025-03-15,76.3,bank_transfer
1726,1603,2025-11-11,1233.46,paypal
1727,1604,2025-01-01,79.97,ideal
1728,1605,2025-03-30,1204.01,paypal
1729,1606,2025-10-04,36.47,paypal
1730,1607,2025-03-15,298.29,ideal
1731,1607,2025-03-18,1102.51,bank_transfer
1732,1608,2025-02-23,550.15,nan
1733,1609,2025-09-07,1868.14,paypal
1734,1610,2025-09-15,73.49,nan
1735,1610,2025-09-18,62.87,card
1736,1610,2025-09-20,55.58,paypal
1737,1611,2025-06-27,50.12,ideal
1738,1612,2025-08-27,119.03,bank_transfer
1739,1612,2025-08-26,162.52,ideal
1740,1613,2024-11-26,1843.13,card
1741,1614,2025-08-14,366.05,ideal
1742,1615,2025-03-07,1662.3,card
1743,1617,2025-10-07,1289.01,paypal
1744,1618,2025-09-30,1677.9,paypal
1745,1619,2025-02-26,672.44,ideal
1746,1620,2025-02-07,1832.35,paypal
1747,1621,2025-03-05,97.79,card
1748,1621,2025-03-06,1.59,card
1749,1622,2025-10-01,1194.12,nan
1750,1623,2025-11-23,723.83,bank_transfer
1751,1624,2025-07-28,1413.26,ideal
1752,1625,2025-09-22,1241.65,card
1753,1626,2025-03-15,1213.19,card
1754,1627,2025-08-22,95.14,ideal
1755,1628,2024-12-21,1327.78,card
1756,1629,2025-01-29,1485.87,bank_transfer
1757,1630,2025-02-05,1072.73,bank_transfer
1758,1631,2025-05-07,1450.0,ideal
1759,1633,2025-10-19,1610.15,paypal
1760,1634,2024-12-22,1791.3,card
1761,1635,2025-10-23,455.64,card
1762,1635,2025-10-22,1342.21,card
1763,1636,2025-08-25,1887.56,card
1764,1638,2025-10-28,1745.16,ideal
1765,1639,2025-06-29,1048.19,card
1766,1640,2025-08-12,1701.61,card
1767,1641,2025-10-27,637.12,card
1768,1642,2025-05-16,903.32,ideal
1769,1643,2025-07-30,698.75,ideal
1770,1645,2025-06-11,1760.02,card
1771,1646,2025-09-16,55.98,card
1772,1647,2025-10-13,1870.18,paypal
1773,1648,2025-05-08,249.13,ideal
1774,1649,2025-03-16,1777.35,card
1775,1650,2025-10-05,807.81,ideal
1776,1651,2025-09-08,1776.83,card
1777,1652,2025-08-29,1851.87,ideal
1778,1653,2025-02-06,1008.36,ideal
1779,1654,2025-05-25,48.14,paypal
1780,1654,2025-05-26,82.21,paypal
1781,1654,2025-05-19,118.32,nan
1782,1655,2025-04-08,1097.19,card
1783,1656,2025-05-17,1579.19,ideal
1784,1657,2025-09-07,459.71,card
1785,1658,2025-05-19,633.83,card
1786,1659,2025-09-15,963.14,card
1787,1660,2025-05-16,928.24,bank_transfer
1788,1661,2025-10-02,229.56,nan
1789,1662,2025-02-15,1654.13,card
1790,1663,2025-03-12,913.21,card
1791,1663,2025-03-16,281.22,bank_transfer
1792,1663,2025-03-06,3.72,ideal
1793,1664,2025-02-01,736.63,card
1794,1665,2025-06-18,870.93,ideal
1795,1666,2024-12-22,864.8,ideal
1796,1667,2025-04-09,930.98,bank_transfer
1797,1668,2025-01-08,563.62,card
1798,1669,2025-02-22,968.75,paypal
1799,1670,2024-12-26,1833.45,bank_transfer
1800,1671,2025-06-07,592.14,ideal
1801,1672,2025-10-15,1806.87,paypal
1802,1673,2025-05-21,67.97,card
1803,1674,2025-11-08,994.31,ideal
1804,1675,2025-10-12,723.34,paypal
1805,1676,2025-01-24,623.01,paypal
1806,1677,2025-06-20,295.35,ideal
1807,1678,2025-03-17,1851.49,card
1808,1678,2025-03-18,6.36,card
1809,1679,2025-07-21,1083.9,ideal
1810,1680,2025-07-05,248.71,card
1811,1682,2025-07-24,1242.73,card
1812,1683,2025-07-19,1474.98,nan
1813,1684,2025-06-06,527.9,card
1814,1684,2025-06-09,159.44,card
1815,1685,2025-10-21,1875.76,ideal
1816,1686,2025-06-02,1958.29,card
1817,1687,2025-10-28,306.24,paypal
1818,1688,2025-10-15,1563.18,card
1819,1690,2024-12-21,1079.25,card
1820,1691,2024-12-08,151.61,ideal
1821,1691,2024-12-06,15.37,paypal
1822,1692,2025-10-27,1735.07,bank_transfer
1823,1693,2025-07-23,287.62,card
1824,1695,2025-03-10,1071.47,paypal
1825,1696,2025-03-10,846.46,ideal
1826,1697,2025-04-22,1179.88,bank_transfer
1827,1698,2025-07-19,1175.48,bank_transfer
1828,1699,2025-10-31,362.49,card
1829,1700,2025-07-08,1932.73,card
1830,1701,2025-08-04,1217.91,card
1831,1702,2025-11-07,738.07,bank_transfer
1832,1702,2025-11-09,24.25,card
1833,1702,2025-11-13,695.47,card
1834,1704,2025-05-21,1124.7,card
1835,1705,2025-10-02,65.35,nan
1836,1706,2025-05-16,636.32,card
1837,1706,2025-05-19,33.71,nan
1838,1707,2024-11-25,763.78,bank_transfer
1839,1708,2025-08-15,331.06,ideal
1840,1709,2025-07-16,1214.78,card
1841,1710,2025-06-08,1847.41,ideal
1842,1712,2025-06-18,654.09,paypal
1843,1713,2025-10-01,1698.15,ideal
1844,1714,2025-09-10,1042.94,paypal
1845,1715,2025-01-26,584.27,nan
1846,1716,2025-03-09,322.78,paypal
1847,1716,2025-03-12,1183.54,card
1848,1716,2025-03-07,81.81,card
1849,1717,2025-10-25,1127.81,ideal
1850,1718,2025-10-20,393.52,ideal
1851,1719,2025-11-02,626.91,ideal
1852,1720,2025-02-15,258.62,paypal
1853,1722,2025-07-13,477.4,nan
1854,1723,2025-03-12,362.46,card
1855,1723,2025-03-04,659.17,paypal
1856,1724,2025-10-27,657.29,paypal
1857,1725,2025-04-24,447.32,bank_transfer
1858,1726,2024-12-12,90.39,card
1859,1727,2025-04-20,1303.15,card
1860,1728,2025-02-01,401.96,card
1861,1728,2025-01-27,981.61,bank_transfer
1862,1729,2025-08-13,1477.48,ideal
1863,1730,2025-05-20,669.5,bank_transfer
1864,1731,2025-10-27,1655.28,ideal
1865,1732,2025-02-14,215.41,card
1866,1733,2025-04-13,1355.6,ideal
1867,1734,2025-08-04,1928.07,paypal
1868,1735,2025-09-06,1771.6,paypal
1869,1736,2025-07-26,35.09,card
1870,1736,2025-08-02,34.71,card
1871,1736,2025-07-29,581.04,card
1872,1737,2025-03-21,493.18,nan
1873,1737,2025-03-26,239.01,paypal
1874,1738,2025-01-27,158.51,paypal
1875,1739,2025-07-07,106.66,ideal
1876,1739,2025-07-09,239.41,paypal
1877,1740,2024-11-28,842.9,card
1878,1741,2025-07-05,1436.75,card
1879,1742,2025-03-24,450.16,ideal
1880,1743,2025-01-19,867.13,card
1881,1744,2025-01-14,1373.28,card
1882,1745,2025-05-30,478.8,paypal
1883,1746,2025-11-23,1275.18,paypal
1884,1746,2025-11-17,315.42,card
1885,1747,2025-02-10,1705.45,ideal
1886,1748,2025-04-10,1192.04,nan
1887,1748,2025-04-08,466.74,ideal
1888,1749,2025-01-10,265.88,card
1889,1750,2025-03-13,191.27,card
1890,1751,2025-05-24,1987.06,ideal
1891,1752,2025-04-01,832.29,paypal
1892,1752,2025-04-03,179.06,card
1893,1753,2025-11-11,1058.56,card
1894,1754,2024-12-10,1834.79,card
1895,1756,2025-05-28,688.97,card
1896,1757,2025-08-14,1101.13,nan
1897,1757,2025-08-09,19.07,ideal
1898,1757,2025-08-15,80.37,ideal
1899,1758,2025-07-18,1024.74,card
1900,1759,2025-06-23,949.36,card
1901,1760,2025-06-05,239.17,card
1902,1762,2025-08-11,458.6,bank_transfer
1903,1763,2025-06-09,872.88,card
1904,1764,2025-04-28,1481.54,nan
1905,1765,2025-01-07,1047.59,bank_transfer
1906,1766,2025-09-25,331.29,card
1907,1767,2025-10-15,236.13,bank_transfer
1908,1768,2024-12-01,1127.64,ideal
1909,1769,2025-04-18,221.81,bank_transfer
1910,1770,2024-12-24,907.2,ideal
1911,1771,2025-04-11,102.28,ideal
1912,1771,2025-04-06,669.43,nan
1913,1772,2025-10-27,331.32,bank_transfer
1914,1773,2025-05-08,1506.74,card
1915,1774,2024-12-09,1256.49,card
1916,1775,2025-05-06,1395.69,ideal
1917,1777,2024-12-01,528.56,card
1918,1779,2025-06-26,947.02,paypal
1919,1780,2025-03-31,343.72,card
1920,1781,2025-05-07,154.88,ideal
1921,1782,2025-03-10,399.95,ideal
1922,1783,2025-04-12,999.94,card
1923,1784,2025-04-10,1619.38,card
1924,1785,2025-06-07,264.41,paypal
1925,1786,2025-06-16,1560.61,nan
1926,1787,2025-03-31,1680.29,bank_transfer
1927,1793,2025-02-27,114.72,paypal
1928,1794,2025-05-30,715.83,card
1929,1795,2025-04-15,1658.64,card
1930,1796,2025-01-14,648.97,ideal
1931,1797,2025-03-14,1397.29,ideal
1932,1798,2025-09-27,1987.36,paypal
1933,1799,2025-04-22,980.32,card
1934,1800,2025-05-24,759.72,bank_transfer
1935,1800,2025-05-14,280.43,card
1936,1801,2025-05-15,1562.09,ideal
1937,1802,2025-07-13,1931.05,paypal
1938,1803,2024-12-27,190.39,ideal
1939,1804,2025-10-01,894.9,card
1940,1805,2025-05-10,158.63,card
1941,1805,2025-05-05,536.42,card
1942,1806,2025-07-28,227.36,card
1943,1808,2025-10-11,98.52,card
1944,1809,2025-09-09,1267.69,card
1945,1810,2025-04-23,863.95,paypal
1946,1810,2025-04-17,446.22,ideal
1947,1811,2025-04-23,1290.82,card
1948,1812,2025-04-07,1417.92,paypal
1949,1813,2025-07-17,777.03,nan
1950,1814,2025-03-24,1881.0,paypal
1951,1815,2025-01-29,1271.13,card
1952,1816,2025-08-05,464.86,card
1953,1816,2025-08-15,1527.91,ideal
1954,1818,2025-07-09,1793.92,ideal
1955,1819,2025-05-30,348.77,ideal
1956,1820,2025-11-02,1147.12,card
1957,1821,2025-03-15,484.47,nan
1958,1821,2025-03-10,403.67,card
1959,1822,2025-08-26,1223.98,ideal
1960,1823,2025-09-29,1075.12,ideal
1961,1824,2025-04-05,1883.63,ideal
1962,1825,2025-08-01,543.22,bank_transfer
1963,1825,2025-07-25,213.88,ideal
1964,1827,2024-12-21,1035.05,bank_transfer
1965,1829,2025-02-16,267.67,paypal
1966,1830,2025-02-05,905.17,paypal
1967,1831,2025-07-04,1899.96,paypal
1968,1832,2024-12-15,531.84,bank_transfer
1969,1833,2024-12-28,306.28,card
1970,1833,2024-12-31,441.12,paypal
1971,1834,2025-06-13,1210.85,bank_transfer
1972,1835,2025-02-11,1989.05,card
1973,1836,2025-03-04,98.74,ideal
1974,1838,2025-03-02,450.71,bank_transfer
1975,1840,2025-09-15,1170.15,ideal
1976,1841,2025-02-08,1629.11,ideal
1977,1842,2025-08-19,356.09,ideal
1978,1843,2025-09-16,543.99,ideal
1979,1844,2025-09-16,682.54,card
1980,1845,2025-03-06,1420.62,bank_transfer
1981,1846,2025-02-18,1173.59,nan
1982,1847,2025-07-17,1811.05,paypal
1983,1848,2025-04-20,1322.65,ideal
1984,1849,2025-06-04,1174.67,card
1985,1850,2025-01-26,1939.28,card
1986,1851,2024-12-13,1523.12,ideal
1987,1852,2025-07-26,651.76,paypal
1988,1853,2025-04-28,170.42,paypal
1989,1853,2025-04-28,618.44,card
1990,1854,2025-02-06,1874.26,card
1991,1856,2025-07-02,533.99,card
1992,1856,2025-06-29,403.98,ideal
1993,1857,2025-06-08,1339.86,paypal
1994,1858,2025-06-05,941.91,card
1995,1859,2025-02-13,1011.23,bank_transfer
1996,1860,2025-09-29,729.01,bank_transfer
1997,1860,2025-09-23,201.32,bank_transfer
1998,1861,2025-07-03,303.51,card
1999,1862,2025-07-15,1803.97,card
2000,1863,2025-01-13,1783.98,paypal
2001,1864,2024-12-08,1660.03,bank_transfer
2002,1865,2025-01-01,656.17,ideal
2003,1866,2025-02-03,1112.83,card
2004,1867,2025-09-15,318.27,ideal
2005,1868,2025-04-11,1471.4,card
2006,1869,2025-11-11,1483.87,card
2007,1870,2025-07-15,319.28,paypal
2008,1871,2025-02-10,1698.79,bank_transfer
2009,1872,2025-08-01,1354.79,ideal
2010,1873,2024-12-14,1236.02,card
2011,1874,2025-08-13,1484.48,bank_transfer
2012,1875,2025-09-23,613.57,paypal
2013,1875,2025-09-27,298.41,card
2014,1876,2025-02-09,1466.59,ideal
2015,1877,2025-08-08,917.4,ideal
2016,1878,2025-02-18,1864.38,nan
2017,1879,2025-03-07,1296.23,bank_transfer
2018,1880,2024-12-22,1249.73,bank_transfer
2019,1881,2025-08-20,471.94,ideal
2020,1882,2025-10-18,534.8,bank_transfer
2021,1883,2025-05-11,288.13,card
2022,1884,2025-06-20,597.78,bank_transfer
2023,1885,2025-03-24,1060.95,paypal
2024,1886,2025-06-01,1848.04,card
2025,1887,2025-06-27,377.13,card
2026,1887,2025-06-30,594.76,bank_transfer
2027,1889,2025-08-07,358.14,ideal
2028,1890,2025-04-10,69.63,card
2029,1891,2025-11-05,341.64,nan
2030,1892,2025-04-07,407.62,card
2031,1892,2025-04-05,121.18,nan
2032,1894,2024-12-31,925.95,paypal
2033,1895,2025-03-29,1106.16,card
2034,1897,2025-11-22,1986.92,bank_transfer
2035,1900,2024-12-21,70.54,ideal
2036,1901,2025-08-12,1486.95,ideal
2037,1902,2025-04-13,489.9,bank_transfer
2038,1903,2025-08-13,781.02,ideal
2039,1904,2025-04-22,1317.11,card
2040,1905,2025-09-25,314.74,paypal
2041,1906,2025-02-15,625.67,ideal
2042,1907,2024-12-06,130.65,card
2043,1908,2025-01-26,692.99,paypal
2044,1909,2025-11-04,39.98,bank_transfer
2045,1909,2025-11-06,730.86,ideal
2046,1912,2025-10-29,355.29,card
2047,1913,2025-06-20,440.54,card
2048,1914,2025-03-04,1038.23,paypal
2049,1915,2025-02-22,26.44,bank_transfer
2050,1916,2025-03-14,834.78,card
2051,1917,2025-03-12,49.82,card
2052,1917,2025-03-18,2.97,ideal
2053,1917,2025-03-21,32.45,bank_transfer
2054,1918,2025-05-31,358.84,card
2055,1918,2025-05-26,495.54,ideal
2056,1919,2025-06-05,266.9,paypal
2057,1920,2025-09-13,1419.7,ideal
2058,1922,2025-03-15,192.42,card
2059,1923,2025-06-01,746.48,card
2060,1923,2025-06-10,422.98,bank_transfer
2061,1923,2025-06-05,263.8,nan
2062,1924,2025-07-11,918.06,paypal
2063,1925,2025-11-06,13.95,bank_transfer
2064,1926,2025-05-03,1064.31,nan
2065,1927,2025-05-25,623.02,ideal
2066,1927,2025-05-25,1320.38,card
2067,1929,2025-06-15,1995.16,ideal
2068,1930,2025-06-28,792.31,card
2069,1931,2025-03-10,669.58,bank_transfer
2070,1932,2025-06-03,273.09,card
2071,1932,2025-06-02,135.19,paypal
2072,1933,2025-06-22,42.18,bank_transfer
2073,1934,2025-05-22,745.44,paypal
2074,1935,2025-02-25,1892.61,card
2075,1936,2025-10-19,647.73,bank_transfer
2076,1936,2025-10-22,776.17,paypal
2077,1938,2025-10-04,44.88,card
2078,1938,2025-10-03,1215.23,bank_transfer
2079,1939,2025-09-03,1021.86,card
2080,1940,2024-12-16,880.43,card
2081,1941,2025-09-11,1135.46,card
2082,1942,2024-12-14,553.51,bank_transfer
2083,1942,2024-12-13,229.21,card
2084,1943,2025-04-05,1202.9,bank_transfer
2085,1944,2024-12-08,193.92,ideal
2086,1945,2025-09-27,1642.54,paypal
2087,1946,2024-12-31,327.75,card
2088,1947,2025-04-14,638.29,paypal
2089,1947,2025-04-11,1195.59,bank_transfer
2090,1948,2025-07-15,1977.19,card
2091,1949,2025-05-19,124.17,ideal
2092,1950,2025-03-18,687.48,bank_transfer
2093,1950,2025-03-11,8.86,paypal
2094,1951,2025-01-04,832.13,paypal
2095,1952,2025-10-28,746.59,card
2096,1953,2025-04-17,384.09,paypal
2097,1954,2024-11-30,209.96,card
2098,1955,2025-11-13,1163.53,card
2099,1957,2025-10-08,959.38,bank_transfer
2100,1958,2025-03-13,1153.76,bank_transfer
2101,1959,2025-05-14,462.04,card
2102,1960,2025-10-03,1166.35,nan
2103,1961,2025-11-10,923.9,card
2104,1962,2024-12-04,1286.76,card
2105,1962,2024-11-28,132.46,card
2106,1963,2025-10-24,1392.97,card
2107,1964,2025-04-30,1681.99,card
2108,1965,2025-07-23,1470.14,nan
2109,1966,2025-10-19,454.81,ideal
2110,1967,2024-12-09,359.8,paypal
2111,1967,2024-12-07,102.44,card
2112,1968,2025-07-01,1283.53,card
2113,1969,2025-07-07,889.65,nan
2114,1970,2025-06-25,666.92,card
2115,1971,2025-06-10,1694.64,card
2116,1972,2025-03-22,606.78,card
2117,1973,2025-08-05,1213.91,ideal
2118,1974,2025-10-06,639.93,ideal
2119,1975,2024-11-25,1194.04,ideal
2120,1976,2025-08-30,1563.82,paypal
2121,1977,2025-07-05,51.8,paypal
2122,1977,2025-07-10,742.84,paypal
2123,1978,2025-02-11,730.38,bank_transfer
2124,1979,2025-07-29,1545.61,bank_transfer
2125,1980,2025-09-06,1244.39,bank_transfer
2126,1981,2024-12-21,1386.92,bank_transfer
2127,1982,2025-08-31,856.26,paypal
2128,1983,2025-09-15,706.52,bank_transfer
2129,1984,2025-09-30,582.73,bank_transfer
2130,1985,2025-01-13,1638.29,paypal
2131,1986,2025-01-15,1254.96,card
2132,1987,2025-04-06,23.85,bank_transfer
2133,1988,2025-08-04,1148.06,card
2134,1989,2025-08-12,396.71,ideal
2135,1990,2025-05-12,272.49,bank_transfer
2136,1991,2025-09-29,1744.09,card
2137,1992,2025-07-12,229.17,ideal
2138,1992,2025-07-15,694.96,card
2139,1993,2025-03-13,1468.03,card
2140,1994,2024-12-09,1485.69,card
2141,1994,2024-12-07,212.44,card
2142,1995,2025-03-25,1957.73,ideal
2143,1996,2025-05-26,490.75,ideal
2144,1998,2025-04-08,154.54,card
2145,1999,2025-11-13,331.39,bank_transfer
2146,2001,2025-05-10,1348.15,card
2147,2002,2025-03-12,1520.58,card
2148,2003,2025-11-02,1558.1,ideal
2149,2004,2025-08-27,1567.59,ideal
2150,2005,2025-09-16,1909.3,card
2151,2006,2025-04-19,43.73,ideal
2152,2006,2025-04-18,283.32,paypal
2153,2006,2025-04-16,34.74,ideal
2154,2007,2025-08-08,1065.44,ideal
2155,2008,2025-01-14,1247.59,bank_transfer
2156,2009,2024-12-22,1332.11,paypal
2157,2010,2025-09-23,1129.31,paypal
2158,2010,2025-09-26,719.47,card
2159,2011,2025-10-18,22.42,ideal
2160,2011,2025-10-20,728.18,ideal
2161,2012,2025-09-08,1618.08,card
2162,2013,2025-07-31,480.79,bank_transfer
2163,2015,2024-12-02,847.68,card
2164,2016,2025-02-25,274.64,card
2165,2016,2025-02-26,616.03,card
2166,2017,2025-04-21,1617.43,nan
2167,2018,2024-12-23,1588.07,paypal
2168,2019,2025-05-28,1702.55,bank_transfer
2169,2020,2025-11-19,1341.03,card
2170,2021,2025-01-27,166.9,ideal
2171,2021,2025-01-27,1115.58,ideal
2172,2022,2025-01-06,109.59,paypal
2173,2022,2024-12-30,400.97,card
2174,2023,2025-07-02,1883.24,card
2175,2024,2025-06-15,575.12,nan
2176,2025,2024-12-07,750.78,nan
2177,2026,2025-11-14,1680.67,card
2178,2027,2025-02-18,1031.07,ideal
2179,2027,2025-02-18,708.15,bank_transfer
2180,2028,2025-10-26,1969.04,paypal
2181,2029,2025-06-21,785.31,card
2182,2030,2025-03-22,528.25,card
2183,2031,2025-06-04,462.63,nan
2184,2032,2025-06-12,862.74,ideal
2185,2033,2025-10-25,823.95,bank_transfer
2186,2035,2025-02-17,1556.16,bank_transfer
2187,2038,2025-09-12,1582.75,paypal
2188,2039,2024-11-23,46.52,card
2189,2040,2025-04-16,1042.21,nan
2190,2041,2025-10-18,853.55,bank_transfer
2191,2042,2025-03-25,649.54,ideal
2192,2042,2025-03-24,155.37,ideal
2193,2045,2025-07-26,449.25,ideal
2194,2046,2025-01-17,1039.53,bank_transfer
2195,2046,2025-01-12,238.66,nan
2196,2047,2025-05-07,1652.69,card
2197,2048,2025-01-20,708.26,ideal
2198,2049,2025-03-12,1744.69,ideal
2199,2050,2024-12-08,138.17,ideal
2200,2051,2024-12-01,1458.8,card
2201,2052,2025-03-16,1110.14,nan
2202,2053,2025-05-03,497.08,bank_transfer
2203,2055,2025-01-15,27.98,card
2204,2056,2025-01-29,1200.97,card
2205,2057,2025-01-28,306.7,paypal
2206,2057,2025-01-28,74.71,ideal
2207,2058,2025-03-21,1062.46,bank_transfer
2208,2059,2025-02-01,765.75,bank_transfer
2209,2060,2025-01-31,968.73,ideal
2210,2061,2025-03-01,1990.71,bank_transfer
2211,2062,2025-08-29,589.46,card
2212,2063,2024-12-10,158.74,paypal
2213,2063,2024-12-06,1350.71,ideal
2214,2063,2024-12-08,21.2,paypal
2215,2064,2025-10-30,40.16,card
2216,2065,2025-04-07,105.29,ideal
2217,2066,2025-03-19,484.73,bank_transfer
2218,2069,2025-06-01,1371.86,ideal
2219,2070,2025-09-27,578.74,ideal
2220,2071,2025-01-11,1991.87,paypal
2221,2072,2025-03-23,766.62,bank_transfer
2222,2073,2025-06-04,1412.14,card
2223,2074,2024-12-14,519.98,card
2224,2075,2024-12-30,1513.75,ideal
2225,2076,2025-01-23,1788.93,bank_transfer
2226,2077,2025-03-01,1982.32,paypal
2227,2078,2025-06-21,1967.3,nan
2228,2079,2025-02-16,438.51,card
2229,2080,2025-07-17,394.12,card
2230,2082,2025-04-09,1165.63,bank_transfer
2231,2083,2025-07-04,1029.34,card
2232,2084,2025-03-27,1026.87,ideal
2233,2085,2025-04-25,444.36,paypal
2234,2086,2025-05-12,1210.89,ideal
2235,2087,2025-04-23,1449.6,card
2236,2088,2025-05-31,861.18,nan
2237,2089,2025-06-21,1433.57,ideal
2238,2090,2025-03-06,1144.75,paypal
2239,2091,2025-01-11,1695.0,ideal
2240,2092,2025-10-01,1892.04,card
2241,2093,2025-03-13,186.16,bank_transfer
2242,2093,2025-03-12,25.58,paypal
2243,2094,2025-09-10,659.01,card
2244,2094,2025-09-04,292.66,card
2245,2095,2025-03-01,181.09,paypal
2246,2096,2025-07-05,460.57,bank_transfer
2247,2097,2025-01-02,1132.15,bank_transfer
2248,2098,2025-09-21,744.72,ideal
2249,2099,2025-09-04,683.9,bank_transfer
2250,2100,2025-06-29,1077.02,card
2251,2101,2025-05-10,1131.17,card
2252,2102,2025-04-16,919.41,ideal
2253,2103,2025-09-19,1183.75,card
2254,2104,2025-04-26,194.25,paypal
2255,2106,2025-02-20,893.61,bank_transfer
2256,2107,2025-03-20,516.47,bank_transfer
2257,2109,2025-08-17,1549.62,ideal
2258,2110,2025-09-25,1504.17,paypal
2259,2111,2025-10-11,1306.93,bank_transfer
2260,2113,2024-12-13,1715.96,nan
