order_id,customer_id,order_date,status,total_amount,currency
1637,995,2024-12-27 00:00:00,Pending,1326.83,EUR
1638,144,2025-10-21 00:00:00,completed,1745.16,EUR
1639,781,2025-06-24 00:00:00,pending,1048.19,GBP
1640,513,2025-08-11 00:00:00,Completed,1701.61,EUR
1641,266,2025-10-25 00:00:00,Completed,637.12,EUR
1642,469,2025-05-16 00:00:00,Completed,903.32,USD
1643,183,2025-07-23 00:00:00,Completed,698.75,GBP
1644,576,2025-03-29 00:00:00,Completed,1962.55,USD
1645,269,2025-06-03 00:00:00,Completed,1760.02,GBP
1646,479,2025-09-16 00:00:00,pending,55.98,USD
1647,722,2025-10-03 00:00:00,pending,1870.18,EUR
1648,21,2025-04-30 00:00:00,Completed,249.13,USD
1649,94,2025-03-07 00:00:00,Completed,1777.35,EUR
1650,855,2025-10-03 00:00:00,Pending,807.81,GBP
1651,919,2025-08-29 00:00:00,Completed,1776.83,GBP
1652,265,2025-08-28 00:00:00,Pending,1851.87,USD
1653,388,2025-01-28 00:00:00,Completed,1008.36,USD
1654,911,2025-05-17 00:00:00,Completed,248.67,EUR
1655,907,2025-04-04 00:00:00,completed,1097.19,USD
1656,908,2025-05-11 00:00:00,Pending,1579.19,EUR
1657,979,2025-09-03 00:00:00,pndng,459.71,USD
1658,784,2025-05-13 00:00:00,Completed,633.83,USD
1659,199,2025-09-14 00:00:00,Completed,963.14,GBP
1660,107,2025-05-13 00:00:00,Completed,928.24,USD
1661,811,2025-09-30 00:00:00,completed,229.56,GBP
1662,362,2025-02-15 00:00:00,Pending,1654.13,USD
1663,111,2025-03-06 00:00:00,Completed,1198.15,EUR
1664,756,2025-01-30 00:00:00,completed,736.63,EUR
1665,536,2025-06-08 00:00:00,pndng,870.93,USD
1666,371,2024-12-20 00:00:00,Completed,864.8,USD
1667,357,2025-04-05 00:00:00,Pending,930.98,USD
1668,503,2025-01-05 00:00:00,Completed,563.62,USD
1669,804,2025-02-21 00:00:00,Completed,968.75,USD
1670,285,2024-12-19 00:00:00,Pending,1833.45,USD
1671,492,2025-05-29 00:00:00,Completed,"592,14",USD
1672,363,2025-10-12 00:00:00,pending,1806.87,EUR
1673,997,2025-05-15 00:00:00,pending,67.97,USD
1674,966,2025-11-07 00:00:00,pending,994.31,GBP
1675,296,2025-10-03 00:00:00,Completed,723.34,USD
1676,53,2025-01-21 00:00:00,Completed,623.01,USD
1677,61,2025-06-11 00:00:00,Pending,295.35,USD
1678,432,2025-03-10 00:00:00,Completed,1857.85,USD
1679,141,2025-07-20 00:00:00,Completed,1083.9,EUR
1680,26,2025-07-01 00:00:00,Completed,248.71,GBP
1681,286,2025-11-15 00:00:00,Completed,222.89,GBP
1682,644,2025-07-20 00:00:00,Completed,1242.73,EUR
1683,690,2025-07-15 00:00:00,Pending,1474.98,GBP
1684,580,2025-06-06 00:00:00,Completed,687.34,EUR
1685,539,2025-10-19 00:00:00,Pending,1875.76,EUR
1686,361,2025-05-23 00:00:00,completed,1958.29,USD
1687,962,2025-10-27 00:00:00,pending,306.24,USD
1688,645,2025-10-06 00:00:00,Completed,1563.18,GBP
1689,542,2024-12-12 00:00:00,Completed,12.65,USD
1690,273,2024-12-18 00:00:00,pending,1079.25,USD
1691,250,2024-12-05 00:00:00,Pending,166.98,USD
1692,391,2025-10-25 00:00:00,Completed,1735.07,EUR
1693,312,2025-07-23 00:00:00,Pending,287.62,EUR
1694,447,2025-06-02 00:00:00,Completed,130.46,EUR
1695,904,2025-03-05 00:00:00,Completed,1071.47,USD
1696,943,2025-03-04 00:00:00,Completed,846.46,USD
1697,477,2025-04-13 00:00:00,Completed,1179.88,USD
1698,696,2025-07-18 00:00:00,Completed,1175.48,GBP
1699,38,2025-10-25 00:00:00,Completed,362.49,EUR
1700,774,2025-07-01 00:00:00,Completed,1932.73,USD
1701,559,2025-07-25 00:00:00,Pending,1217.91,USD
1702,761,2025-11-04 00:00:00,pending,1457.79,EUR
1703,631,2025-07-31 00:00:00,Completed,389.29,GBP
1704,202,2025-05-14 00:00:00,completed,1124.7,USD
1705,256,2025-09-27 00:00:00,Completed,65.35,EUR
1706,596,2025-05-16 00:00:00,pending,670.03,USD
1707,354,2024-11-19 00:00:00,Completed,763.78,EUR
1708,784,2025-08-13 00:00:00,Completed,331.06,GBP
1709,136,2025-07-13 00:00:00,pndng,1214.78,GBP
1710,303,2025-06-05 00:00:00,pending,1847.41,USD
1711,544,2025-06-20 00:00:00,Completed,170.96,GBP
1712,192,2025-06-11 00:00:00,Pending,654.09,EUR
1713,38,2025-09-24 00:00:00,Completed,1698.15,GBP
1714,861,2025-09-09 00:00:00,Completed,1042.94,USD
1715,565,2025-01-19 00:00:00,Completed,584.27,EUR
1716,669,2025-03-03 00:00:00,Completed,1588.13,EUR
1717,692,2025-10-22 00:00:00,Completed,1127.81,EUR
1718,133,2025-10-11 00:00:00,Completed,393.52,USD
1719,376,2025-11-01 00:00:00,pndng,626.91,GBP
1720,80,2025-02-07 00:00:00,Completed,258.62,USD
1721,918,2024-12-07 00:00:00,Pending,674.82,USD
1722,188,2025-07-05 00:00:00,Completed,477.4,EUR
1723,477,2025-03-04 00:00:00,Completed,1021.63,USD
1724,839,2025-10-26 00:00:00,pndng,657.29,EUR
1725,13,2025-04-16 00:00:00,Completed,447.32,EUR
1726,975,2024-12-10 00:00:00,Completed,90.39,EUR
1727,718,2025-04-16 00:00:00,completed,1303.15,USD
1728,296,2025-01-26 00:00:00,pndng,1383.57,EUR
1729,237,2025-08-09 00:00:00,Completed,1477.48,GBP
1730,48,2025-05-17 00:00:00,Pending,669.5,EUR
1731,929,2025-10-19 00:00:00,Completed,1655.28,GBP
1732,814,2025-02-10 00:00:00,Completed,215.41,USD
1733,363,2025-04-09 00:00:00,Pending,1355.6,EUR
1734,437,2025-07-31 00:00:00,Completed,1928.07,GBP
1735,517,2025-09-05 00:00:00,Completed,1771.6,EUR
1736,327,2025-07-26 00:00:00,Completed,650.84,GBP
1737,447,2025-03-19 00:00:00,Completed,732.19,USD
1738,745,2025-01-23 00:00:00,Completed,158.51,USD
1739,102,2025-07-02 00:00:00,Completed,346.07,EUR
1740,337,2024-11-18 00:00:00,pending,842.9,USD
1741,767,2025-06-28 00:00:00,pending,1436.75,EUR
1742,148,2025-03-16 00:00:00,Completed,450.16,USD
1743,968,2025-01-11 00:00:00,Completed,867.13,USD
1744,244,2025-01-09 00:00:00,Pending,1373.28,EUR
1745,248,2025-05-22 00:00:00,Pending,478.8,GBP
1746,821,2025-11-17 00:00:00,Completed,1590.6,GBP
1747,623,2025-02-06 00:00:00,Completed,1705.45,EUR
1748,442,2025-04-07 00:00:00,Completed,1658.78,USD
1749,977,2025-01-08 00:00:00,Completed,265.88,EUR
1750,215,2025-03-11 00:00:00,Completed,191.27,EUR
1751,29,2025-05-16 00:00:00,Completed,1987.06,USD
1752,774,2025-03-27 00:00:00,Completed,1011.35,USD
1753,488,2025-11-05 00:00:00,pending,1058.56,EUR
1754,170,2024-12-03 00:00:00,Completed,1834.79,USD
1755,383,2025-05-11 00:00:00,pending,1919.59,USD
1756,130,2025-05-25 00:00:00,Completed,688.97,USD
1757,715,2025-08-09 00:00:00,Pending,1200.57,USD
1758,725,2025-07-08 00:00:00,Completed,1024.74,USD
1759,203,2025-06-20 00:00:00,Pending,949.36,USD
1760,254,2025-06-02 00:00:00,pndng,239.17,GBP
1761,15,2024-12-15 00:00:00,Completed,591.26,USD
1762,489,2025-08-11 00:00:00,Completed,458.6,GBP
1763,649,2025-06-01 00:00:00,Completed,872.88,GBP
1764,764,2025-04-23 00:00:00,Pending,1481.54,EUR
1765,348,2025-01-07 00:00:00,Pending,1047.59,EUR
1766,675,2025-09-15 00:00:00,Completed,331.29,EUR
1767,259,2025-10-14 00:00:00,Completed,236.13,USD
1768,371,2024-11-30 00:00:00,Pending,1127.64,EUR
1769,311,2025-04-09 00:00:00,Completed,221.81,EUR
1770,766,2024-12-14 00:00:00,Completed,907.2,EUR
1771,670,2025-04-02 00:00:00,pndng,771.71,USD
1772,456,2025-10-21 00:00:00,Completed,331.32,EUR
1773,772,2025-05-05 00:00:00,Pending,1506.74,EUR
1774,570,2024-12-01 00:00:00,completed,1256.49,USD
1775,639,2025-05-04 00:00:00,Completed,1395.69,EUR
1776,435,2025-01-17 00:00:00,pending,1214.2,EUR
1777,959,2024-11-24 00:00:00,pending,528.56,USD
1778,893,2025-04-09 00:00:00,Completed,160.83,EUR
1779,336,2025-06-23 00:00:00,Pending,947.02,GBP
1780,261,2025-03-28 00:00:00,Pending,343.72,USD
1781,394,2025-04-28 00:00:00,Completed,154.88,EUR
1782,800,2025-03-10 00:00:00,Pending,399.95,USD
1783,950,2025-04-06 00:00:00,Completed,999.94,USD
1784,950,2025-04-04 00:00:00,Completed,1619.38,USD
1785,994,2025-05-31 00:00:00,Completed,264.41,GBP
1786,784,2025-06-11 00:00:00,Pending,1560.61,GBP
1787,987,2025-03-27 00:00:00,Pending,1680.29,USD
1788,533,2025-04-05 00:00:00,Pending,1432.98,EUR
1789,402,2025-06-05 00:00:00,Completed,397.2,EUR
1790,783,2025-09-07 00:00:00,pending,344.09,USD
1791,289,2025-01-21 00:00:00,Pending,331.52,EUR
1792,396,2024-12-30 00:00:00,Completed,989.07,EUR
1793,790,2025-02-26 00:00:00,Completed,114.72,USD
1794,284,2025-05-21 00:00:00,pending,715.83,EUR
1795,60,2025-04-13 00:00:00,completed,1658.64,EUR
1796,697,2025-01-13 00:00:00,Pending,648.97,EUR
1797,261,2025-03-05 00:00:00,Completed,1397.29,EUR
1798,468,2025-09-27 00:00:00,completed,1987.36,EUR
1799,913,2025-04-12 00:00:00,Completed,980.32,EUR
1800,621,2025-05-14 00:00:00,Pending,1040.15,EUR
1801,239,2025-05-08 00:00:00,Completed,1562.09,EUR
1802,54,2025-07-13 00:00:00,Pending,1931.05,USD
1803,101,2024-12-18 00:00:00,Pending,190.39,USD
1804,590,2025-09-22 00:00:00,Completed,894.9,USD
1805,679,2025-05-04 00:00:00,Completed,695.05,USD
1806,743,2025-07-23 00:00:00,Pending,227.36,GBP
1807,773,2025-07-22 00:00:00,completed,1792.62,GBP
1808,289,2025-10-10 00:00:00,Completed,98.52,GBP
1809,745,2025-09-01 00:00:00,Pending,1267.69,USD
1810,911,2025-04-16 00:00:00,Pending,1310.17,USD
1811,238,2025-04-15 00:00:00,Pending,1290.82,EUR
1812,577,2025-04-04 00:00:00,Completed,1417.92,EUR
1813,960,2025-07-13 00:00:00,Completed,777.03,EUR
1814,76,2025-03-14 00:00:00,Completed,1881.0,EUR
1815,777,2025-01-29 00:00:00,Completed,1271.13,USD
1816,448,2025-08-05 00:00:00,Completed,1992.77,GBP
1817,386,2025-03-12 00:00:00,Completed,1484.16,EUR
1818,417,2025-07-06 00:00:00,Pending,1793.92,GBP
1819,490,2025-05-27 00:00:00,Completed,348.77,USD
1820,692,2025-10-29 00:00:00,pending,1147.12,GBP
1821,948,2025-03-08 00:00:00,Completed,888.14,EUR
1822,384,2025-08-20 00:00:00,Completed,1223.98,USD
1823,600,2025-09-20 00:00:00,pending,1075.12,GBP
1824,467,2025-03-30 00:00:00,Pending,1883.63,USD
1825,595,2025-07-25 00:00:00,Completed,757.1,GBP
1826,971,2025-09-28 00:00:00,pending,1587.19,EUR
1827,54,2024-12-16 00:00:00,Pending,1035.05,EUR
1828,348,2025-04-17 00:00:00,pending,156.04,EUR
1829,429,2025-02-06 00:00:00,Pending,267.67,EUR
1830,562,2025-01-29 00:00:00,Completed,905.17,EUR
1831,573,2025-07-02 00:00:00,Completed,1899.96,USD
1832,778,2024-12-10 00:00:00,Pending,531.84,EUR
1833,210,2024-12-28 00:00:00,Completed,747.4,USD
1834,810,2025-06-03 00:00:00,pndng,1210.85,USD
1835,633,2025-02-02 00:00:00,Completed,1989.05,USD
1836,895,2025-02-28 00:00:00,Completed,98.74,USD
1837,692,2025-01-28 00:00:00,pending,1262.03,USD
1838,576,2025-02-27 00:00:00,Completed,450.71,USD
1839,651,2025-10-16 00:00:00,pending,159.76,USD
1840,7,2025-09-06 00:00:00,Completed,1170.15,GBP
1841,971,2025-02-05 00:00:00,Completed,1629.11,USD
1842,626,2025-08-13 00:00:00,Completed,356.09,EUR
1843,293,2025-09-13 00:00:00,Completed,543.99,EUR
1844,26,2025-09-14 00:00:00,Completed,682.54,EUR
1845,268,2025-02-28 00:00:00,Completed,1420.62,USD
1846,549,2025-02-08 00:00:00,Completed,1173.59,USD
1847,556,2025-07-14 00:00:00,Completed,1811.05,EUR
1848,937,2025-04-15 00:00:00,Completed,1322.65,EUR
1849,993,2025-05-27 00:00:00,Completed,1174.67,USD
1850,337,2025-01-23 00:00:00,Completed,1939.28,EUR
1851,905,2024-12-11 00:00:00,Completed,1523.12,EUR
1852,536,2025-07-18 00:00:00,Completed,651.76,EUR
1853,516,2025-04-24 00:00:00,pending,788.86,USD
1854,800,2025-02-05 00:00:00,Pending,1874.26,EUR
1855,482,2025-01-20 00:00:00,Completed,1945.52,USD
1856,785,2025-06-24 00:00:00,Completed,937.97,USD
1857,748,2025-05-30 00:00:00,Pending,1339.86,GBP
1858,620,2025-05-27 00:00:00,Completed,941.91,GBP
1859,108,2025-02-04 00:00:00,completed,1011.23,EUR
1860,205,2025-09-22 00:00:00,Pending,930.33,EUR
1861,731,2025-06-28 00:00:00,Completed,303.51,USD
1862,645,2025-07-11 00:00:00,Completed,1803.97,EUR
1863,11,2025-01-11 00:00:00,pndng,1783.98,USD
1864,626,2024-12-03 00:00:00,Pending,1660.03,USD
1865,398,2024-12-22 00:00:00,Completed,656.17,EUR
1866,173,2025-02-03 00:00:00,Pending,1112.83,EUR
1867,114,2025-09-11 00:00:00,Completed,318.27,EUR
1868,960,2025-04-03 00:00:00,Completed,1471.4,USD
1869,585,2025-11-06 00:00:00,completed,1483.87,USD
1870,225,2025-07-05 00:00:00,Completed,319.28,GBP
1871,821,2025-02-04 00:00:00,Pending,1698.79,USD
1872,451,2025-07-24 00:00:00,pending,1354.79,EUR
1873,216,2024-12-12 00:00:00,Completed,1236.02,EUR
1874,954,2025-08-06 00:00:00,Completed,1484.48,USD
1875,704,2025-09-23 00:00:00,Completed,911.98,EUR
1876,828,2025-02-02 00:00:00,Completed,1466.59,USD
1877,980,2025-08-03 00:00:00,Completed,917.4,EUR
1878,506,2025-02-16 00:00:00,pending,1864.38,USD
1879,332,2025-03-03 00:00:00,Completed,1296.23,USD
1880,302,2024-12-17 00:00:00,pndng,1249.73,EUR
1881,857,2025-08-19 00:00:00,Completed,471.94,EUR
1882,106,2025-10-10 00:00:00,pending,534.8,USD
1883,961,2025-05-02 00:00:00,completed,288.13,EUR
1884,863,2025-06-15 00:00:00,Pending,597.78,GBP
1885,609,2025-03-17 00:00:00,Pending,1060.95,EUR
1886,2,2025-05-24 00:00:00,completed,1848.04,EUR
1887,584,2025-06-21 00:00:00,Completed,971.89,EUR
1888,360,2025-05-06 00:00:00,Completed,234.26,USD
1889,114,2025-08-06 00:00:00,Completed,358.14,GBP
1890,456,2025-04-05 00:00:00,Pending,69.63,EUR
1891,761,2025-11-03 00:00:00,Completed,341.64,GBP
1892,288,2025-04-05 00:00:00,Pending,528.8,EUR
1893,416,2024-12-30 00:00:00,Pending,33.38,USD
1894,643,2024-12-27 00:00:00,completed,925.95,USD
1895,588,2025-03-23 00:00:00,Completed,1106.16,EUR
1896,227,2025-05-20 00:00:00,Pending,1242.23,EUR
1897,883,2025-11-18 00:00:00,Pending,1986.92,USD
1898,711,2025-09-08 00:00:00,pndng,1108.59,USD
1899,242,2025-06-20 00:00:00,Completed,793.89,EUR
1900,210,2024-12-18 00:00:00,pndng,70.54,EUR
1901,36,2025-08-09 00:00:00,pndng,1486.95,GBP
1902,736,2025-04-13 00:00:00,Pending,489.9,USD
1903,144,2025-08-09 00:00:00,Completed,781.02,GBP
1904,718,2025-04-12 00:00:00,Completed,1317.11,EUR
1905,151,2025-09-25 00:00:00,Completed,314.74,EUR
1906,146,2025-02-14 00:00:00,Completed,625.67,USD
1907,382,2024-11-29 00:00:00,Completed,130.65,USD
1908,903,2025-01-25 00:00:00,Completed,692.99,USD
1909,469,2025-10-28 00:00:00,Completed,770.84,USD
1910,595,2025-08-02 00:00:00,Completed,1612.15,GBP
1911,874,2025-10-22 00:00:00,pending,1809.78,EUR
1912,528,2025-10-22 00:00:00,Completed,355.29,USD
1913,845,2025-06-20 00:00:00,completed,440.54,USD
1914,545,2025-02-25 00:00:00,Pending,1038.23,USD
1915,793,2025-02-20 00:00:00,pndng,26.44,USD
1916,931,2025-03-06 00:00:00,Completed,834.78,EUR
1917,526,2025-03-11 00:00:00,completed,85.24,USD
1918,177,2025-05-23 00:00:00,Pending,854.38,EUR
1919,612,2025-05-30 00:00:00,Completed,266.9,GBP
1920,249,2025-09-08 00:00:00,Pending,1419.7,USD
1921,984,2025-05-19 00:00:00,Completed,198.57,USD
1922,821,2025-03-08 00:00:00,pending,192.42,USD
1923,241,2025-06-01 00:00:00,Completed,1433.26,GBP
1924,993,2025-07-06 00:00:00,Completed,918.06,EUR
1925,913,2025-11-04 00:00:00,Completed,13.95,GBP
1926,401,2025-04-24 00:00:00,Pending,1064.31,USD
1927,861,2025-05-15 00:00:00,pending,1943.4,EUR
1928,979,2025-08-18 00:00:00,Completed,77.18,EUR
1929,704,2025-06-06 00:00:00,Completed,1995.16,EUR
1930,910,2025-06-18 00:00:00,Completed,792.31,GBP
1931,514,2025-03-07 00:00:00,pending,669.58,EUR
1932,991,2025-05-24 00:00:00,Completed,408.28,GBP
1933,750,2025-06-13 00:00:00,pending,42.18,USD
1934,761,2025-05-20 00:00:00,Completed,745.44,GBP
1935,423,2025-02-19 00:00:00,Completed,1892.61,EUR
1936,535,2025-10-19 00:00:00,pending,1423.9,EUR
1937,651,2025-09-03 00:00:00,Pending,1352.25,EUR
1938,145,2025-09-26 00:00:00,Completed,1260.11,EUR
1939,91,2025-08-28 00:00:00,pending,1021.86,GBP
1940,910,2024-12-13 00:00:00,Completed,880.43,EUR
1941,79,2025-09-01 00:00:00,completed,1135.46,EUR
1942,337,2024-12-08 00:00:00,Completed,782.72,USD
1943,588,2025-03-27 00:00:00,Pending,1202.9,EUR
1944,972,2024-12-07 00:00:00,Completed,193.92,USD
1945,714,2025-09-24 00:00:00,pending,1642.54,EUR
1946,788,2024-12-24 00:00:00,pndng,327.75,EUR
1947,790,2025-04-04 00:00:00,Completed,1833.88,EUR
1948,658,2025-07-14 00:00:00,pndng,1977.19,USD
1949,626,2025-05-19 00:00:00,Completed,124.17,USD
1950,900,2025-03-10 00:00:00,Completed,696.34,USD
1951,593,2024-12-30 00:00:00,Completed,832.13,USD
1952,419,2025-10-18 00:00:00,Completed,746.59,GBP
1953,845,2025-04-08 00:00:00,Completed,384.09,EUR
1954,484,2024-11-30 00:00:00,Completed,209.96,USD
1955,190,2025-11-08 00:00:00,pending,1163.53,EUR
1956,908,2025-09-01 00:00:00,Completed,1373.15,GBP
1957,319,2025-10-07 00:00:00,Completed,959.38,GBP
1958,870,2025-03-06 00:00:00,Pending,1153.76,EUR
1959,139,2025-05-06 00:00:00,Completed,462.04,USD
1960,402,2025-10-03 00:00:00,Pending,1166.35,GBP
1961,77,2025-11-03 00:00:00,Completed,923.9,GBP
1962,472,2024-11-27 00:00:00,Pending,1419.22,USD
1963,437,2025-10-16 00:00:00,Completed,1392.97,USD
1964,772,2025-04-20 00:00:00,Completed,1681.99,EUR
1965,926,2025-07-17 00:00:00,Completed,1470.14,USD
1966,616,2025-10-12 00:00:00,pending,454.81,GBP
1967,712,2024-11-30 00:00:00,pending,462.24,EUR
1968,424,2025-06-21 00:00:00,Completed,1283.53,USD
1969,765,2025-07-07 00:00:00,Completed,889.65,USD
1970,179,2025-06-23 00:00:00,Completed,666.92,USD
1971,194,2025-06-10 00:00:00,pndng,1694.64,USD
1972,886,2025-03-13 00:00:00,Completed,606.78,EUR
1973,424,2025-07-31 00:00:00,Completed,1213.91,GBP
1974,836,2025-09-26 00:00:00,Completed,639.93,GBP
1975,208,2024-11-25 00:00:00,pending,1194.04,USD
1976,863,2025-08-26 00:00:00,Completed,1563.82,EUR
1977,166,2025-07-03 00:00:00,Pending,794.64,EUR
1978,910,2025-02-03 00:00:00,Pending,730.38,EUR
1979,854,2025-07-20 00:00:00,Pending,1545.61,EUR
1980,106,2025-09-01 00:00:00,pending,1244.39,GBP
1981,700,2024-12-15 00:00:00,Completed,1386.92,EUR
1982,588,2025-08-28 00:00:00,Pending,856.26,EUR
1983,323,2025-09-15 00:00:00,Completed,706.52,EUR
1984,730,2025-09-29 00:00:00,Pending,582.73,EUR
1985,953,2025-01-11 00:00:00,Completed,1638.29,EUR
1986,359,2025-01-08 00:00:00,completed,1254.96,EUR
1987,635,2025-04-04 00:00:00,Completed,23.85,USD
1988,768,2025-07-30 00:00:00,Completed,1148.06,EUR
1989,685,2025-08-06 00:00:00,pending,396.71,USD
1990,228,2025-05-12 00:00:00,pending,272.49,EUR
1991,990,2025-09-26 00:00:00,Completed,1744.09,GBP
1992,541,2025-07-12 00:00:00,Pending,924.13,GBP
1993,292,2025-03-10 00:00:00,Completed,1468.03,USD
1994,746,2024-11-30 00:00:00,pending,1698.13,EUR
1995,454,2025-03-16 00:00:00,Completed,1957.73,USD
1996,201,2025-05-21 00:00:00,Completed,490.75,GBP
1997,203,2025-02-23 00:00:00,Completed,99.95,EUR
1998,526,2025-04-02 00:00:00,pndng,154.54,EUR
1999,48,2025-11-06 00:00:00,Completed,331.39,GBP
2000,446,2025-10-13 00:00:00,pndng,1559.6,EUR
2001,282,2025-05-07 00:00:00,pending,1348.15,USD
2002,686,2025-03-11 00:00:00,Pending,1520.58,EUR
2003,443,2025-10-24 00:00:00,Pending,1558.1,USD
2004,401,2025-08-17 00:00:00,Completed,1567.59,EUR
2005,568,2025-09-12 00:00:00,Pending,1909.3,EUR
2006,844,2025-04-10 00:00:00,pending,361.79,USD
2007,298,2025-07-29 00:00:00,Pending,1065.44,USD
2008,608,2025-01-05 00:00:00,pending,1247.59,USD
2009,154,2024-12-14 00:00:00,Completed,1332.11,EUR
2010,773,2025-09-19 00:00:00,pending,1848.78,USD
2011,726,2025-10-17 00:00:00,pndng,750.6,EUR
2012,48,2025-08-31 00:00:00,Pending,1618.08,GBP
2013,975,2025-07-26 00:00:00,Completed,480.79,USD
2014,418,2025-11-04 00:00:00,Completed,1894.63,GBP
2015,674,2024-12-02 00:00:00,Pending,847.68,EUR
2016,561,2025-02-25 00:00:00,Pending,890.67,EUR
2017,941,2025-04-13 00:00:00,Pending,1617.43,EUR
2018,192,2024-12-21 00:00:00,Completed,1588.07,USD
2019,928,2025-05-26 00:00:00,Pending,1702.55,GBP
2020,88,2025-11-15 00:00:00,pending,1341.03,GBP
2021,499,2025-01-23 00:00:00,Pending,1282.48,USD
2022,637,2024-12-27 00:00:00,Completed,510.56,USD
2023,88,2025-06-23 00:00:00,pndng,1883.24,EUR
2024,755,2025-06-11 00:00:00,pndng,575.12,GBP
2025,298,2024-11-27 00:00:00,Completed,750.78,USD
2026,892,2025-11-07 00:00:00,pending,1680.67,EUR
2027,607,2025-02-15 00:00:00,Completed,1739.22,EUR
2028,467,2025-10-26 00:00:00,Completed,1969.04,GBP
2029,722,2025-06-14 00:00:00,Completed,785.31,EUR
2030,762,2025-03-22 00:00:00,Completed,528.25,EUR
2031,877,2025-05-25 00:00:00,Completed,462.63,EUR
2032,605,2025-06-07 00:00:00,Completed,862.74,USD
2033,866,2025-10-17 00:00:00,Pending,823.95,USD
2034,862,2025-11-01 00:00:00,pending,631.63,EUR
2035,689,2025-02-10 00:00:00,Pending,1556.16,USD
2036,164,2025-02-13 00:00:00,pndng,1139.4,USD
2037,219,2024-12-24 00:00:00,Pending,1415.29,EUR
2038,489,2025-09-03 00:00:00,Completed,1582.75,USD
2039,501,2024-11-18 00:00:00,pending,46.52,USD
2040,513,2025-04-07 00:00:00,Pending,1042.21,USD
2041,838,2025-10-14 00:00:00,Completed,853.55,EUR
2042,855,2025-03-21 00:00:00,Completed,804.91,EUR
2043,544,2025-06-16 00:00:00,Completed,122.15,USD
2044,988,2025-05-24 00:00:00,pending,60.0,EUR
2045,847,2025-07-24 00:00:00,Pending,449.25,GBP
2046,81,2025-01-10 00:00:00,Completed,1278.19,USD
2047,142,2025-05-04 00:00:00,Completed,1652.69,EUR
2048,548,2025-01-13 00:00:00,pending,708.26,USD
2049,942,2025-03-05 00:00:00,Pending,1744.69,EUR
2050,986,2024-12-03 00:00:00,Pending,138.17,USD
2051,976,2024-11-26 00:00:00,completed,1458.8,EUR
2052,113,2025-03-14 00:00:00,pndng,1110.14,USD
2053,271,2025-04-25 00:00:00,Completed,497.08,USD
2054,866,2025-07-18 00:00:00,pending,1943.19,EUR
2055,438,2025-01-11 00:00:00,Completed,27.98,USD
2056,960,2025-01-28 00:00:00,Completed,1200.97,USD
2057,364,2025-01-20 00:00:00,pending,381.41,USD
2058,825,2025-03-20 00:00:00,pending,1062.46,EUR
2059,28,2025-01-29 00:00:00,Completed,765.75,EUR
2060,918,2025-01-23 00:00:00,pending,968.73,USD
2061,556,2025-02-22 00:00:00,Pending,1990.71,EUR
2062,113,2025-08-22 00:00:00,Completed,589.46,GBP
2063,443,2024-11-30 00:00:00,Pending,1530.65,EUR
2064,863,2025-10-20 00:00:00,Completed,40.16,USD
2065,81,2025-04-04 00:00:00,Completed,105.29,USD
2066,654,2025-03-09 00:00:00,Completed,484.73,EUR
2067,437,2025-05-29 00:00:00,pending,943.19,EUR
2068,578,2025-06-10 00:00:00,Completed,349.39,EUR
2069,511,2025-05-26 00:00:00,Completed,1371.86,GBP
2070,112,2025-09-26 00:00:00,pending,578.74,USD
2071,570,2025-01-08 00:00:00,completed,1991.87,EUR
2072,550,2025-03-20 00:00:00,Completed,766.62,EUR
2073,636,2025-05-27 00:00:00,Pending,1412.14,USD
2074,565,2024-12-06 00:00:00,Completed,519.98,USD
2075,391,2024-12-21 00:00:00,Completed,1513.75,USD
2076,225,2025-01-20 00:00:00,pending,1788.93,EUR
2077,128,2025-02-20 00:00:00,Pending,1982.32,EUR
2078,276,2025-06-19 00:00:00,Pending,1967.3,EUR
2079,546,2025-02-10 00:00:00,pending,438.51,USD
2080,984,2025-07-10 00:00:00,Pending,394.12,GBP
2081,128,2025-10-28 00:00:00,Pending,824.46,EUR
2082,638,2025-03-31 00:00:00,Completed,1165.63,USD
2083,987,2025-06-30 00:00:00,Completed,1029.34,GBP
2084,613,2025-03-22 00:00:00,pending,1026.87,EUR
2085,743,2025-04-16 00:00:00,Completed,444.36,USD
2086,357,2025-05-02 00:00:00,pndng,1210.89,USD
2087,799,2025-04-19 00:00:00,Pending,1449.6,EUR
2088,570,2025-05-30 00:00:00,Completed,861.18,EUR
2089,444,2025-06-21 00:00:00,Pending,1433.57,GBP
2090,424,2025-03-04 00:00:00,Completed,1144.75,USD
2091,750,2025-01-04 00:00:00,Completed,1695.0,EUR
2092,821,2025-09-26 00:00:00,Completed,1892.04,GBP
2093,57,2025-03-11 00:00:00,pending,211.74,USD
2094,743,2025-09-02 00:00:00,pending,951.67,EUR
2095,182,2025-02-25 00:00:00,Pending,181.09,USD
2096,853,2025-07-05 00:00:00,Completed,460.57,USD
2097,827,2024-12-25 00:00:00,completed,1132.15,EUR
2098,58,2025-09-14 00:00:00,Completed,744.72,EUR
2099,769,2025-09-01 00:00:00,Completed,683.9,USD
2100,505,2025-06-28 00:00:00,pending,1077.02,EUR
2101,440,2025-05-10 00:00:00,Completed,1131.17,USD
2102,732,2025-04-14 00:00:00,Completed,919.41,USD
2103,687,2025-09-09 00:00:00,Pending,1183.75,EUR
