order_id,customer_id,order_date,status,total_amount,currency,status_norm,status_final
785,526,2025-03-10,Pending,1740.02,EUR,Pending,Cancelled
786,100,2025-04-28,Pending,598.61,EUR,Pending,Cancelled
787,438,2025-07-31,Pending,1687.07,GBP,Pending,Cancelled
788,532,2025-03-20,completed,464.11,EUR,Completed,Completed
789,555,2025-03-08,Pending,414.64,USD,Pending,Cancelled
790,781,2025-02-24,Completed,722.98,USD,Completed,Completed
791,931,2025-04-01,pending,643.21,USD,Pending,Cancelled
792,950,2025-04-19,Completed,1414.29,EUR,Completed,Completed
793,991,2025-10-30,Completed,1771.66,GBP,Completed,Completed
794,333,2025-05-09,Completed,1543.25,USD,Completed,Completed
795,106,2024-12-19,Completed,1450.1,USD,Completed,Completed
796,71,2025-01-31,Completed,303.84,USD,Completed,Completed
797,192,2025-05-31,pending,1392.86,GBP,Pending,Cancelled
798,323,2025-10-07,Completed,1380.65,USD,Completed,Completed
799,19,2025-09-23,Completed,494.69,GBP,Completed,Completed
800,902,2025-08-15,pending,766.0,USD,Pending,Cancelled
801,234,2025-10-18,Completed,11.94,EUR,Completed,Completed
802,754,2025-08-27,Pending,1129.29,EUR,Pending,Cancelled
803,556,2025-01-14,Completed,151.56,USD,Completed,Completed
804,515,2024-12-13,pndng,1370.42,USD,Pending,Cancelled
805,204,2024-11-18,Completed,1089.03,USD,Completed,Completed
806,158,2025-07-01,Pending,1147.69,USD,Pending,Cancelled
807,553,2025-08-09,pending,524.59,GBP,Pending,Cancelled
808,404,2025-06-19,Completed,1775.38,USD,Completed,Completed
809,307,2025-10-21,Pending,780.05,EUR,Pending,Cancelled
810,712,2024-11-20,Completed,1187.33,USD,Completed,Completed
811,530,2025-07-28,Completed,1611.74,EUR,Completed,Completed
812,954,2025-03-09,Pending,1417.61,USD,Pending,Cancelled
813,384,2025-05-07,Pending,406.95,USD,Pending,Cancelled
814,933,2025-11-17,pending,366.47,GBP,Pending,Cancelled
815,141,2025-06-01,Completed,278.04,GBP,Completed,Completed
816,966,2025-08-22,pndng,1267.11,EUR,Pending,Cancelled
817,824,2025-08-29,Completed,640.25,EUR,Completed,Completed
818,640,2025-03-15,Completed,38.44,EUR,Completed,Completed
819,539,2025-05-04,pndng,574.44,EUR,Pending,Cancelled
820,418,2025-03-06,Completed,409.09,USD,Completed,Completed
821,471,2025-09-04,completed,493.99,EUR,Completed,Completed
822,768,2025-10-27,pending,1037.43,GBP,Pending,Cancelled
823,327,2025-10-19,Completed,1586.06,EUR,Completed,Completed
824,31,2025-04-05,Completed,1001.71,EUR,Completed,Completed
825,518,2024-12-11,pending,1773.63,USD,Pending,Cancelled
826,886,2025-05-25,Pending,820.94,GBP,Pending,Cancelled
827,197,2025-01-02,pending,1399.26,USD,Pending,Cancelled
828,682,2025-03-15,Pending,1097.74,USD,Pending,Cancelled
829,100,2025-05-02,Completed,1152.94,USD,Completed,Completed
830,650,2025-06-29,Completed,314.59,EUR,Completed,Completed
831,460,2025-04-03,Completed,659.87,USD,Completed,Completed
832,725,2025-09-19,Pending,242.41,EUR,Pending,Cancelled
833,526,2025-02-09,pndng,1412.9,EUR,Pending,Cancelled
834,477,2025-11-07,Completed,1724.95,USD,Completed,Completed
835,954,2025-05-25,Completed,1961.37,EUR,Completed,Completed
836,156,2025-02-21,pending,747.68,EUR,Pending,Cancelled
837,115,2024-11-23,Completed,1411.82,USD,Completed,Completed
838,896,2025-07-10,Completed,817.97,GBP,Completed,Completed
839,47,2025-04-19,Completed,1251.89,USD,Completed,Completed
840,774,2025-08-28,pndng,367.55,GBP,Pending,Cancelled
841,428,2025-09-28,Completed,1836.03,EUR,Completed,Completed
842,167,2025-10-07,Pending,791.09,USD,Pending,Cancelled
843,156,2025-11-10,Completed,1757.24,EUR,Completed,Completed
844,140,2025-09-02,completed,1006.65,USD,Completed,Completed
845,547,2024-12-27,pending,983.95,EUR,Pending,Cancelled
846,732,2025-09-21,Completed,1985.5,USD,Completed,Completed
847,689,2024-11-28,pending,1570.78,USD,Pending,Cancelled
848,542,2025-01-31,Completed,1794.03,EUR,Completed,Completed
849,788,2024-12-19,Completed,1860.17,EUR,Completed,Completed
850,990,2024-11-18,completed,1013.28,EUR,Completed,Completed
851,48,2025-02-03,Pending,1132.05,EUR,Pending,Cancelled
852,124,2025-03-11,Completed,1489.81,USD,Completed,Completed
853,648,2025-04-13,Completed,1372.6,EUR,Completed,Completed
854,5,2025-07-26,Completed,1557.91,GBP,Completed,Completed
855,830,2024-12-18,Completed,1478.14,EUR,Completed,Completed
856,600,2025-01-05,Completed,935.53,USD,Completed,Completed
857,625,2025-03-29,pending,1377.23,EUR,Pending,Cancelled
858,977,2025-05-04,Completed,150.92,USD,Completed,Completed
859,832,2025-04-01,Completed,1388.96,EUR,Completed,Completed
860,144,2025-07-29,pndng,1328.61,EUR,Pending,Cancelled
861,433,2025-05-16,Completed,649.37,EUR,Completed,Completed
862,183,2024-12-19,completed,146.38,EUR,Completed,Completed
863,7,2025-09-18,Completed,648.62,EUR,Completed,Completed
864,188,2025-02-08,Pending,1193.76,EUR,Pending,Cancelled
865,948,2025-09-12,Completed,23.11,GBP,Completed,Completed
866,464,2025-07-31,pending,388.76,EUR,Pending,Cancelled
867,444,2025-03-17,Completed,1272.16,USD,Completed,Completed
868,407,2025-04-05,Completed,1698.85,USD,Completed,Completed
869,318,2025-06-09,pending,998.76,GBP,Pending,Cancelled
870,850,2025-07-01,Completed,433.15,GBP,Completed,Completed
871,672,2024-11-18,pending,1866.59,EUR,Pending,Cancelled
872,333,2025-09-22,completed,1201.53,GBP,Completed,Completed
873,780,2025-09-04,Completed,1603.55,USD,Completed,Completed
874,238,2025-05-16,Completed,1071.8,EUR,Completed,Completed
875,237,2025-11-13,pending,168.8,GBP,Pending,Cancelled
876,423,2024-12-20,Pending,1747.89,EUR,Pending,Cancelled
877,982,2025-06-04,Pending,107.09,EUR,Pending,Cancelled
878,237,2025-07-31,pndng,759.14,EUR,Pending,Cancelled
879,609,2025-03-29,completed,467.59,USD,Completed,Completed
880,351,2024-12-30,Completed,1118.74,EUR,Completed,Completed
881,676,2025-01-05,Pending,1564.16,EUR,Pending,Cancelled
882,500,2024-12-07,Pending,972.23,EUR,Pending,Cancelled
883,210,2025-08-28,completed,1348.18,USD,Completed,Completed
884,617,2025-02-22,Completed,879.69,USD,Completed,Completed
885,244,2025-10-19,Completed,296.47,GBP,Completed,Completed
886,647,2025-08-10,Pending,1042.45,USD,Pending,Cancelled
887,871,2025-08-09,Completed,329.34,GBP,Completed,Completed
888,377,2025-09-21,Completed,970.73,GBP,Completed,Completed
889,747,2025-06-26,Completed,1749.77,GBP,Completed,Completed
890,911,2025-08-04,pending,1420.25,USD,Pending,Cancelled
891,922,2025-08-22,Completed,1662.83,USD,Completed,Completed
892,895,2025-03-01,Pending,1170.65,USD,Pending,Cancelled
893,551,2025-08-26,pending,1027.81,USD,Pending,Cancelled
894,612,2025-01-08,Completed,16.12,EUR,Completed,Completed
895,653,2025-10-22,Pending,808.11,GBP,Pending,Cancelled
896,926,2025-04-13,completed,451.96,EUR,Completed,Completed
897,723,2025-01-09,completed,650.14,EUR,Completed,Completed
898,779,2025-01-04,Completed,1291.57,USD,Completed,Completed
899,281,2025-01-26,pending,781.93,USD,Pending,Cancelled
900,786,2025-05-28,Completed,1001.74,EUR,Completed,Completed
901,436,2025-09-05,Completed,100.87,EUR,Completed,Completed
902,29,2024-12-21,Completed,1882.98,EUR,Completed,Completed
903,537,2025-05-18,Completed,434.02,GBP,Completed,Completed
904,359,2025-09-16,Pending,12.68,GBP,Pending,Cancelled
905,329,2025-04-14,Completed,15.89,EUR,Completed,Completed
906,234,2025-07-30,Completed,873.66,EUR,Completed,Completed
907,234,2025-06-28,Completed,298.83,USD,Completed,Completed
908,954,2025-01-27,Completed,57.04,EUR,Completed,Completed
909,190,2025-10-01,Pending,1144.93,USD,Pending,Cancelled
910,72,2024-12-24,Completed,1546.23,EUR,Completed,Completed
911,329,2025-03-23,pending,763.54,USD,Pending,Cancelled
912,963,2025-08-07,Completed,1500.59,USD,Completed,Completed
913,14,2025-02-13,Completed,1506.47,EUR,Completed,Completed
914,597,2025-04-30,Pending,1650.5,EUR,Pending,Cancelled
915,27,2025-06-12,Completed,168.6,EUR,Completed,Completed
916,225,2025-04-23,pndng,107.09,USD,Pending,Cancelled
917,922,2025-09-30,Completed,55.11,EUR,Completed,Completed
918,247,2025-06-22,Completed,1306.41,EUR,Completed,Completed
919,400,2025-09-04,completed,1646.02,EUR,Completed,Completed
920,584,2025-05-01,Pending,246.3,USD,Pending,Cancelled
921,403,2025-08-09,pending,1503.31,USD,Pending,Cancelled
922,400,2025-05-31,Pending,1722.44,EUR,Pending,Cancelled
923,863,2025-02-01,Completed,128.62,EUR,Completed,Completed
924,303,2025-09-08,pending,1487.97,GBP,Pending,Cancelled
925,918,2024-11-30,Completed,480.31,EUR,Completed,Completed
926,281,2025-05-10,Completed,798.44,EUR,Completed,Completed
927,252,2025-01-20,Completed,850.57,EUR,Completed,Completed
928,291,2025-06-12,Completed,415.22,USD,Completed,Completed
929,573,2025-08-27,Completed,1897.46,EUR,Completed,Completed
930,651,2025-08-08,Pending,1326.97,EUR,Pending,Cancelled
931,749,2025-11-16,Pending,1910.4,EUR,Pending,Cancelled
932,578,2025-02-24,Pending,1105.69,USD,Pending,Cancelled
933,23,2025-06-13,Completed,1182.01,EUR,Completed,Completed
934,862,2025-09-21,pending,304.85,EUR,Pending,Cancelled
935,303,2025-01-25,Pending,539.44,EUR,Pending,Cancelled
936,272,2024-12-31,Completed,1125.88,USD,Completed,Completed
937,169,2025-09-29,Completed,1195.16,GBP,Completed,Completed
938,202,2025-06-06,Pending,1679.73,USD,Pending,Cancelled
939,403,2025-01-20,Completed,1909.77,EUR,Completed,Completed
940,906,2025-05-10,Pending,21.69,USD,Pending,Cancelled
941,536,2025-03-28,Completed,212.15,USD,Completed,Completed
942,130,2024-12-09,pending,53.91,USD,Pending,Cancelled
943,925,2025-09-10,Pending,420.95,EUR,Pending,Cancelled
944,470,2025-10-16,pending,554.92,GBP,Pending,Cancelled
945,939,2025-10-19,pndng,873.68,GBP,Pending,Cancelled
946,37,2025-02-11,Pending,1313.46,USD,Pending,Cancelled
947,902,2025-06-07,Completed,910.47,USD,Completed,Completed
948,576,2025-11-16,Pending,67.2,EUR,Pending,Cancelled
949,556,2025-06-21,Completed,1307.17,USD,Completed,Completed
950,771,2024-12-18,Completed,1986.66,EUR,Completed,Completed
951,523,2025-09-30,Completed,1902.02,USD,Completed,Completed
952,608,2025-07-22,Completed,1103.62,EUR,Completed,Completed
953,153,2025-07-18,Completed,972.35,USD,Completed,Completed
954,677,2025-10-09,completed,1603.53,GBP,Completed,Completed
955,800,2024-12-14,pending,922.77,EUR,Pending,Cancelled
956,532,2025-06-08,Pending,395.94,EUR,Pending,Cancelled
957,440,2025-05-06,Completed,1060.8,EUR,Completed,Completed
958,152,2025-07-26,Pending,924.59,GBP,Pending,Cancelled
959,350,2025-06-21,Completed,496.02,USD,Completed,Completed
960,744,2025-07-21,pndng,19.14,USD,Pending,Cancelled
961,36,2025-04-13,pending,1235.06,EUR,Pending,Cancelled
962,24,2025-08-13,Completed,829.91,USD,Completed,Completed
963,359,2024-11-25,Pending,344.64,USD,Pending,Cancelled
964,483,2025-02-25,Completed,858.29,EUR,Completed,Completed
965,796,2025-09-18,Completed,279.03,EUR,Completed,Completed
966,537,2025-03-31,pending,762.64,USD,Pending,Cancelled
967,284,2025-09-12,pending,548.82,USD,Pending,Cancelled
968,197,2025-02-02,Completed,160.48,EUR,Completed,Completed
969,66,2025-04-04,Completed,1986.46,USD,Completed,Completed
970,286,2025-08-26,Completed,1247.78,USD,Completed,Completed
971,678,2024-11-20,Completed,903.85,USD,Completed,Completed
972,560,2025-09-16,Completed,1822.27,EUR,Completed,Completed
973,995,2025-04-22,Pending,455.12,EUR,Pending,Cancelled
974,937,2025-10-23,Completed,1589.29,GBP,Completed,Completed
975,538,2025-02-14,pending,1675.68,EUR,Pending,Cancelled
976,302,2025-10-06,pndng,1732.55,USD,Pending,Cancelled
977,658,2025-09-07,pending,1608.89,GBP,Pending,Cancelled
978,765,2024-11-21,Completed,349.93,EUR,Completed,Completed
979,925,2024-12-15,pending,17.42,USD,Pending,Cancelled
980,485,2025-08-21,Pending,1216.52,GBP,Pending,Cancelled
981,374,2025-07-15,Completed,862.28,GBP,Completed,Completed
982,296,2025-06-14,Completed,1663.94,USD,Completed,Completed
983,880,2025-01-10,Completed,56.7,EUR,Completed,Completed
984,95,2025-10-09,Completed,146.1,EUR,Completed,Completed
985,611,2025-05-07,Completed,1208.88,EUR,Completed,Completed
986,673,2025-01-27,pending,1935.89,USD,Pending,Cancelled
987,55,2025-10-01,Completed,453.81,USD,Completed,Completed
988,411,2025-05-29,Pending,840.64,EUR,Pending,Cancelled
989,455,2024-12-13,Pending,838.26,USD,Pending,Cancelled
990,818,2025-08-20,Pending,858.68,EUR,Pending,Cancelled
991,485,2025-08-13,pending,742.64,EUR,Pending,Cancelled
992,674,2025-05-01,Completed,1757.01,USD,Completed,Completed
993,764,2025-06-19,Completed,1244.35,EUR,Completed,Completed
994,224,2025-08-19,Pending,1076.08,EUR,Pending,Cancelled
995,664,2025-01-27,Completed,800.19,USD,Completed,Completed
996,83,2025-03-29,Completed,1592.45,EUR,Completed,Completed
997,423,2025-02-17,Completed,1752.14,USD,Completed,Completed
998,691,2025-10-24,pending,49.19,USD,Pending,Cancelled
999,971,2025-07-01,Completed,1246.26,GBP,Completed,Completed
1000,2,2025-04-12,Completed,1379.65,USD,Completed,Completed
1001,96,2024-12-04,Completed,329.38,EUR,Completed,Completed
1002,506,2025-05-06,Pending,216.37,USD,Pending,Cancelled
1003,869,2025-02-15,pending,967.24,USD,Pending,Cancelled
1004,792,2025-02-21,Completed,743.92,USD,Completed,Completed
1005,297,2024-12-02,Pending,1554.67,EUR,Pending,Cancelled
1006,602,2025-11-18,Completed,220.66,USD,Completed,Completed
1007,471,2025-10-16,Pending,1607.35,USD,Pending,Cancelled
1008,831,2025-07-11,pending,1010.35,EUR,Pending,Cancelled
1009,850,2025-01-07,Pending,1699.43,EUR,Pending,Cancelled
1010,83,2024-12-04,pending,1355.69,USD,Pending,Cancelled
1011,505,2025-03-01,Completed,1812.98,EUR,Completed,Completed
1012,576,2025-11-11,Pending,1708.91,GBP,Pending,Cancelled
1013,824,2025-01-09,Completed,244.63,USD,Completed,Completed
1014,753,2025-04-27,pending,579.91,EUR,Pending,Cancelled
1015,9,2025-03-08,pending,1530.23,EUR,Pending,Cancelled
1016,197,2025-02-16,Completed,1655.52,USD,Completed,Completed
1017,819,2025-06-05,Completed,443.93,USD,Completed,Completed
1018,78,2025-01-13,Completed,239.16,USD,Completed,Completed
1019,114,2025-04-08,Completed,1132.52,EUR,Completed,Completed
1020,428,2025-01-13,Pending,264.0,USD,Pending,Cancelled
1021,987,2025-01-18,Pending,666.8,USD,Pending,Cancelled
1022,467,2025-09-23,pending,616.76,GBP,Pending,Cancelled
1023,731,2025-04-24,completed,1604.22,EUR,Completed,Completed
1024,13,2025-08-11,pending,553.17,GBP,Pending,Cancelled
1025,506,2025-10-31,Pending,1100.09,GBP,Pending,Cancelled
1026,853,2025-06-26,pending,1418.71,USD,Pending,Cancelled
1027,128,2025-09-24,Pending,1963.97,USD,Pending,Cancelled
1028,730,2025-08-04,pending,934.64,USD,Pending,Cancelled
1029,832,2025-01-31,Completed,148.32,USD,Completed,Completed
1030,346,2025-01-24,Completed,420.33,EUR,Completed,Completed
1031,672,2025-10-11,pndng,696.81,EUR,Pending,Cancelled
1032,582,2025-05-01,Completed,462.97,USD,Completed,Completed
1033,674,2025-05-01,Completed,172.57,EUR,Completed,Completed
1034,706,2025-09-23,Pending,367.79,GBP,Pending,Cancelled
1035,673,2025-04-27,Completed,173.25,EUR,Completed,Completed
1036,996,2025-03-22,Completed,1407.65,EUR,Completed,Completed
1037,377,2025-04-24,Completed,794.47,EUR,Completed,Completed
1038,476,2025-07-06,Completed,1647.68,USD,Completed,Completed
1039,71,2025-11-15,Pending,744.21,GBP,Pending,Cancelled
1040,985,2025-05-03,Completed,620.87,USD,Completed,Completed
1041,601,2025-06-10,Pending,443.32,EUR,Pending,Cancelled
1042,336,2025-09-29,Completed,916.12,USD,Completed,Completed
1043,440,2025-08-06,pending,1210.68,EUR,Pending,Cancelled
1044,570,2025-02-06,Completed,988.24,USD,Completed,Completed
1045,730,2025-05-05,pending,55.71,EUR,Pending,Cancelled
1046,207,2025-08-27,Completed,1740.09,EUR,Completed,Completed
1047,378,2025-11-09,pndng,1838.78,EUR,Pending,Cancelled
1048,405,2025-11-16,pending,151.92,GBP,Pending,Cancelled
1049,803,2025-06-06,Completed,654.72,USD,Completed,Completed
1050,860,2025-09-09,Completed,1874.07,GBP,Completed,Completed
1051,43,2025-04-01,Pending,1396.71,EUR,Pending,Cancelled
1052,256,2025-06-10,Completed,655.72,GBP,Completed,Completed
1053,680,2024-12-28,Pending,790.15,EUR,Pending,Cancelled
1054,93,2025-01-22,pending,348.24,USD,Pending,Cancelled
1055,435,2024-11-21,Pending,1162.13,USD,Pending,Cancelled
1056,971,2025-10-21,completed,851.1,EUR,Completed,Completed
1057,400,2025-11-15,Completed,1429.34,GBP,Completed,Completed
1058,250,2025-11-09,Pending,74.97,EUR,Pending,Cancelled
1059,553,2025-02-28,Completed,878.38,USD,Completed,Completed
1060,256,2025-08-17,pending,1629.23,USD,Pending,Cancelled
1061,157,2024-12-28,Completed,404.73,EUR,Completed,Completed
1062,284,2025-07-21,completed,371.35,GBP,Completed,Completed
1063,491,2025-01-15,Pending,1731.15,USD,Pending,Cancelled
1064,603,2025-01-07,Completed,1850.13,USD,Completed,Completed
1065,666,2025-09-12,Pending,484.98,GBP,Pending,Cancelled
1066,3,2025-09-14,Completed,1891.31,GBP,Completed,Completed
1067,740,2025-06-28,Pending,642.66,USD,Pending,Cancelled
1068,541,2025-05-03,Pending,1640.31,USD,Pending,Cancelled
1069,863,2025-08-23,completed,268.26,USD,Completed,Completed
1070,649,2025-07-26,Completed,851.37,USD,Completed,Completed
1071,833,2025-09-22,pndng,349.96,USD,Pending,Cancelled
1072,896,2025-08-12,Completed,1893.52,GBP,Completed,Completed
1073,650,2025-03-14,Completed,1701.82,USD,Completed,Completed
1074,594,2025-10-27,Completed,1018.98,EUR,Completed,Completed
1075,853,2025-03-28,Completed,1767.56,EUR,Completed,Completed
1076,820,2025-04-02,Completed,724.03,EUR,Completed,Completed
1077,22,2025-11-03,Completed,1312.34,GBP,Completed,Completed
1078,799,2025-06-09,Pending,1678.09,EUR,Pending,Cancelled
1079,196,2024-12-25,Pending,946.07,EUR,Pending,Cancelled
1080,57,2025-06-05,Pending,864.66,EUR,Pending,Cancelled
1081,80,2025-05-08,completed,997.19,USD,Completed,Completed
1082,357,2025-05-29,Completed,1572.8,EUR,Completed,Completed
1083,219,2025-02-25,Completed,1947.23,USD,Completed,Completed
1084,995,2025-09-23,Pending,953.87,GBP,Pending,Cancelled
1085,282,2025-07-01,Completed,922.25,GBP,Completed,Completed
1086,662,2024-12-01,Completed,1089.56,EUR,Completed,Completed
1087,668,2025-10-23,Completed,1505.43,USD,Completed,Completed
1088,557,2025-05-16,Completed,407.84,USD,Completed,Completed
1089,933,2025-04-01,Pending,409.49,EUR,Pending,Cancelled
1090,290,2025-08-07,Pending,53.62,EUR,Pending,Cancelled
1091,54,2025-07-05,Completed,1487.86,GBP,Completed,Completed
1092,410,2025-07-20,pending,1587.08,USD,Pending,Cancelled
1093,987,2025-05-02,Pending,732.46,USD,Pending,Cancelled
1094,27,2025-11-09,Completed,1410.43,USD,Completed,Completed
1095,62,2025-09-24,Completed,241.12,USD,Completed,Completed
1096,140,2025-08-31,Completed,421.46,EUR,Completed,Completed
1097,197,2024-12-17,Pending,746.94,EUR,Pending,Cancelled
1098,759,2025-10-13,Completed,1130.53,GBP,Completed,Completed
1099,247,2025-10-05,Pending,282.98,GBP,Pending,Cancelled
1100,241,2024-12-06,pending,1978.97,USD,Pending,Cancelled
1101,63,2025-10-23,Completed,1743.27,EUR,Completed,Completed
1102,957,2025-02-24,completed,320.25,EUR,Completed,Completed
1103,657,2025-05-27,pending,989.47,EUR,Pending,Cancelled
1104,640,2025-07-26,pndng,1542.24,GBP,Pending,Cancelled
1105,950,2025-09-13,Completed,249.61,EUR,Completed,Completed
1106,194,2024-12-24,Completed,1624.01,EUR,Completed,Completed
1107,565,2025-09-26,Pending,1954.78,USD,Pending,Cancelled
1108,706,2025-03-06,pending,699.2,EUR,Pending,Cancelled
1109,730,2025-02-21,Completed,501.85,USD,Completed,Completed
1110,419,2025-07-14,Completed,413.68,EUR,Completed,Completed
1111,378,2025-10-06,Completed,461.93,GBP,Completed,Completed
1112,202,2025-07-24,Completed,168.15,GBP,Completed,Completed
1113,965,2024-11-30,pending,22.31,USD,Pending,Cancelled
1114,484,2025-10-24,Completed,1330.7,GBP,Completed,Completed
1115,782,2025-10-24,Completed,806.61,EUR,Completed,Completed
1116,158,2025-07-11,pending,1021.72,USD,Pending,Cancelled
1117,529,2024-12-12,Completed,1118.0,USD,Completed,Completed
1118,905,2025-09-08,pndng,1972.01,USD,Pending,Cancelled
1119,985,2025-04-03,pending,182.43,USD,Pending,Cancelled
1120,947,2025-01-15,Pending,1591.19,EUR,Pending,Cancelled
1121,876,2025-08-06,Completed,586.98,EUR,Completed,Completed
1122,528,2025-03-05,completed,1656.5,USD,Completed,Completed
1123,727,2025-05-22,Completed,1968.8,EUR,Completed,Completed
1124,871,2024-12-29,Pending,1555.63,EUR,Pending,Cancelled
1125,496,2025-07-04,pending,1848.98,GBP,Pending,Cancelled
1126,286,2025-03-19,pending,51.79,USD,Pending,Cancelled
1127,856,2025-10-03,Completed,1361.94,EUR,Completed,Completed
1128,535,2025-09-03,Completed,183.46,USD,Completed,Completed
1129,154,2025-02-26,Pending,553.51,EUR,Pending,Cancelled
1130,830,2024-12-16,Pending,1421.0,USD,Pending,Cancelled
1131,761,2025-07-13,Pending,257.74,EUR,Pending,Cancelled
1132,171,2025-06-13,Pending,755.93,EUR,Pending,Cancelled
1133,128,2025-11-11,Completed,1043.29,GBP,Completed,Completed
1134,457,2025-06-25,Pending,753.76,GBP,Pending,Cancelled
1135,655,2025-02-18,Pending,1452.77,USD,Pending,Cancelled
1136,29,2024-12-13,Completed,824.9,EUR,Completed,Completed
1137,515,2025-08-30,pending,783.98,EUR,Pending,Cancelled
1138,126,2025-05-08,pending,424.06,USD,Pending,Cancelled
1139,718,2024-12-10,Completed,114.81,EUR,Completed,Completed
1140,796,2025-09-15,completed,1489.1,USD,Completed,Completed
1141,417,2025-02-25,Completed,1718.09,USD,Completed,Completed
1142,150,2025-10-12,pending,1687.14,EUR,Pending,Cancelled
1143,213,2024-11-22,pending,273.59,EUR,Pending,Cancelled
1144,918,2025-02-04,completed,921.64,EUR,Completed,Completed
1145,171,2025-10-06,completed,108.85,USD,Completed,Completed
1146,13,2025-10-13,Pending,1638.37,USD,Pending,Cancelled
1147,175,2025-08-05,Pending,108.19,USD,Pending,Cancelled
1148,117,2025-11-18,Pending,757.53,GBP,Pending,Cancelled
1149,970,2025-03-23,pending,651.08,EUR,Pending,Cancelled
1150,6,2025-06-17,pndng,485.83,EUR,Pending,Cancelled
1151,471,2025-05-14,Completed,1722.18,EUR,Completed,Completed
1152,921,2025-09-05,Pending,1421.98,EUR,Pending,Cancelled
1153,537,2025-05-03,Completed,1522.41,EUR,Completed,Completed
1154,618,2025-07-07,Completed,1685.24,USD,Completed,Completed
1155,191,2025-07-17,Pending,17.96,USD,Pending,Cancelled
1156,333,2025-09-08,Completed,986.83,USD,Completed,Completed
1157,231,2025-07-16,Pending,886.58,GBP,Pending,Cancelled
1158,48,2025-08-29,Completed,1499.77,EUR,Completed,Completed
1159,392,2025-09-16,pending,499.1,EUR,Pending,Cancelled
1160,979,2025-02-13,Completed,390.69,EUR,Completed,Completed
1161,936,2025-04-11,completed,1228.09,USD,Completed,Completed
1162,768,2025-02-13,Completed,1912.75,USD,Completed,Completed
1163,390,2025-01-16,pending,1209.84,USD,Pending,Cancelled
1164,931,2025-11-09,pending,617.19,USD,Pending,Cancelled
1165,965,2025-05-09,Completed,1970.89,USD,Completed,Completed
1166,276,2025-10-14,Completed,472.79,USD,Completed,Completed
1167,126,2025-02-27,Completed,1606.04,USD,Completed,Completed
1168,29,2025-01-30,Completed,1779.87,USD,Completed,Completed
1169,682,2025-08-24,Completed,519.16,USD,Completed,Completed
1170,652,2025-08-20,pndng,892.98,EUR,Pending,Cancelled
1171,305,2025-08-20,Pending,1739.53,EUR,Pending,Cancelled
1172,950,2025-02-11,Completed,845.48,USD,Completed,Completed
1173,489,2025-11-05,completed,99.99,EUR,Completed,Completed
1174,895,2025-05-08,Completed,1029.56,EUR,Completed,Completed
1175,208,2025-11-15,Completed,1504.24,EUR,Completed,Completed
1176,985,2025-09-10,Completed,457.0,EUR,Completed,Completed
1177,970,2025-01-20,pending,1107.16,EUR,Pending,Cancelled
1178,833,2025-08-02,Completed,1918.38,EUR,Completed,Completed
1179,782,2025-10-07,Pending,650.41,USD,Pending,Cancelled
1180,626,2024-12-23,Completed,1634.49,USD,Completed,Completed
1181,652,2025-07-19,Completed,1589.27,GBP,Completed,Completed
1182,283,2025-02-08,Pending,1716.23,EUR,Pending,Cancelled
1183,157,2025-03-06,Completed,615.62,EUR,Completed,Completed
1184,891,2025-04-16,Completed,1722.66,EUR,Completed,Completed
1185,559,2025-11-14,Completed,1715.16,EUR,Completed,Completed
1186,259,2025-11-04,Completed,1032.14,USD,Completed,Completed
1187,605,2025-06-28,Pending,804.37,EUR,Pending,Cancelled
1188,669,2024-11-25,Completed,1685.2,USD,Completed,Completed
1189,676,2025-06-03,Completed,546.38,EUR,Completed,Completed
1190,83,2025-06-03,Completed,870.39,USD,Completed,Completed
1191,124,2025-07-26,completed,1042.18,EUR,Completed,Completed
1192,32,2025-10-03,pending,668.21,EUR,Pending,Cancelled
1193,284,2025-01-05,Completed,1618.34,USD,Completed,Completed
1194,886,2025-06-16,Completed,1532.9,USD,Completed,Completed
1195,907,2025-01-24,Completed,839.98,EUR,Completed,Completed
1196,682,2025-04-05,Pending,290.98,USD,Pending,Cancelled
1197,203,2025-07-21,pndng,63.82,EUR,Pending,Cancelled
1198,850,2025-10-21,pndng,1025.15,USD,Pending,Cancelled
1199,10,2025-08-21,Pending,1993.08,GBP,Pending,Cancelled
1200,398,2025-02-16,Completed,1714.8,USD,Completed,Completed
1201,621,2025-09-16,completed,130.45,USD,Completed,Completed
1202,598,2025-06-19,Completed,1983.24,GBP,Completed,Completed
1203,270,2025-07-01,Pending,21.09,GBP,Pending,Cancelled
1204,536,2025-02-21,pending,317.1,EUR,Pending,Cancelled
1205,148,2025-09-10,Completed,47.52,EUR,Completed,Completed
1206,723,2025-09-20,Completed,1452.21,GBP,Completed,Completed
1207,947,2025-01-29,Pending,1968.23,USD,Pending,Cancelled
1208,79,2025-07-01,Completed,1326.74,GBP,Completed,Completed
1209,197,2024-12-25,Completed,1401.28,USD,Completed,Completed
1210,756,2025-07-15,Completed,1850.14,EUR,Completed,Completed
1211,527,2024-12-13,Completed,264.87,USD,Completed,Completed
1212,756,2025-08-22,pending,606.49,USD,Pending,Cancelled
1213,889,2025-04-07,Completed,1650.92,EUR,Completed,Completed
1214,424,2025-06-14,pending,726.06,GBP,Pending,Cancelled
1215,309,2025-02-23,Completed,1251.41,EUR,Completed,Completed
1216,65,2025-10-20,Completed,364.14,GBP,Completed,Completed
1217,719,2025-04-29,pndng,1435.75,USD,Pending,Cancelled
